서울특별시,52.63
부산광역시,54.55
대구광역시,42.86
인천광역시,70.0
광주광역시,20.0
대전광역시,40.0
울산광역시,80.0
세종특별자치시,100.0
경기도,58.33
강원도,43.75
충청북도,75.0
충청남도,90.0
전라북도,63.64
전라남도,75.0
경상북도,88.24
경상남도,75.0
제주특별자치도,0.0
